timestamp,kiln_speed_rpm,kiln_main_drive_power_kw,kiln_inlet_temp_c,kiln_outlet_temp_c,kiln_shell_temp_c,kiln_coating_thickness_mm,kiln_refractory_status,burner_flame_temp_c,primary_air_flow_nm3_hr,secondary_air_flow_nm3_hr,coal_feed_rate_tph,oil_injection_lph,kiln_exit_o2_pct,kiln_exit_co_ppm,kiln_exit_no_x_ppm,kiln_exit_so2_ppm,cooler_inlet_temp_c,cooler_outlet_temp_c,cooler_air_flow_nm3_hr,cooler_fan_power_kw,clinker_discharge_rate_tph,cooler_efficiency_pct,specific_heat_consumption_kcal_kg,kiln_specific_power_kwht,high_co_alarm,flame_instability_alarm,kiln_vibration_alarm,cooler_fan_failure_alarm,kiln_feed_tph,kiln_main_burner_fuel_kgph,kiln_secondary_air_temp_c,kiln_exit_gas_temp_c,kiln_O2_pct,clinker_quality_lsf,clinker_quality_silica_modulus,clinker_free_lime_pct,cooler_pressure_drop_pa,kiln_NOx_ppm,kiln_CO_ppm,cooler_exit_temp_c
2025-09-18T21:49:09.815278,3.99,538.28,1007.44,1387.84,339.11,20.97,Critical,1541.1,5467.83,12212.57,16.37,74.0,4.77,78.46,121.78,19.82,363.02,173.78,5846.12,88.06,119.79,93.24,757.44,21.69,0,1,0,0,156.88,1355.48,842.04,343.5,4.82,94.05,2.16,1.93,190.36,100.92,71.16,120.78
2025-09-18T21:49:09.815300,4.13,500.72,1029.01,1399.37,320.75,25.88,Good,1533.71,7578.29,11934.37,17.91,76.32,3.57,59.13,122.13,14.58,365.86,109.65,5504.7,89.36,182.66,88.15,775.42,27.33,1,0,1,1,195.94,1888.68,807.51,328.38,2.12,96.2,2.09,1.29,172.13,165.33,66.89,196.67
2025-09-18T21:49:09.815322,3.74,572.16,1041.95,1441.74,314.43,19.8,Worn,1599.84,5173.01,12546.14,11.87,76.57,3.91,52.46,122.6,18.3,344.22,157.36,5588.75,99.36,182.25,86.82,714.9,23.0,1,0,1,0,176.7,1462.85,899.91,312.6,4.21,98.26,3.0,1.04,118.13,131.6,73.77,112.07
2025-09-18T21:49:09.815345,3.21,611.37,1011.57,1433.59,372.29,27.55,Good,1555.71,5181.56,13983.38,14.45,86.65,2.33,81.2,177.51,18.52,372.19,115.23,6003.71,97.75,122.21,88.57,712.41,27.69,1,1,1,1,159.3,1939.73,865.51,344.24,3.29,92.79,2.94,1.76,133.37,129.83,91.04,113.34
2025-09-18T21:49:09.815367,3.04,649.5,1012.74,1351.79,346.61,12.56,Critical,1559.35,9770.5,19406.71,19.13,54.94,2.92,93.38,167.53,11.39,369.88,167.44,5448.55,58.92,174.5,88.39,763.11,25.41,1,1,1,0,170.32,1148.21,860.96,303.57,4.84,93.41,2.23,1.2,147.4,105.23,70.24,184.05
2025-09-18T21:49:09.815388,4.44,530.02,972.33,1415.02,326.16,17.2,Good,1549.14,6909.74,10888.6,19.74,92.91,3.36,86.03,191.59,19.37,349.4,191.4,6508.78,61.77,190.5,88.77,734.04,24.04,1,0,1,0,154.44,1967.31,816.77,370.07,3.03,98.09,2.91,1.59,115.68,189.16,85.9,186.82
2025-09-18T21:49:09.815411,4.07,648.49,1010.79,1389.07,326.44,10.8,Critical,1514.13,6866.14,13197.25,17.57,85.01,4.03,81.31,171.31,12.89,331.61,150.14,5015.65,60.51,132.95,86.73,737.74,23.28,0,0,0,1,151.31,1179.69,825.32,300.29,4.0,92.33,2.24,1.89,159.15,122.01,70.62,128.11
2025-09-18T21:49:09.815433,3.26,593.2,1032.13,1410.71,299.76,17.58,Worn,1582.67,8509.81,10865.45,11.24,55.03,3.51,52.68,188.79,18.15,399.65,128.57,7647.99,60.12,126.42,87.47,774.14,28.08,1,1,0,1,173.61,1304.07,834.73,378.76,4.09,98.08,2.24,1.18,117.43,100.56,77.89,132.16
2025-09-18T21:49:09.815455,3.64,535.92,1027.16,1440.51,319.67,26.89,Good,1519.04,8027.63,17928.02,13.7,54.98,3.95,98.89,104.36,13.88,329.41,155.88,5327.42,52.05,170.23,92.79,767.08,22.52,1,1,1,0,185.68,1790.81,840.43,351.13,2.05,94.25,2.93,1.54,160.3,134.97,72.35,175.57
2025-09-18T21:49:09.815478,3.25,544.04,987.59,1399.09,271.04,16.41,Worn,1566.1,6483.5,18142.53,18.35,68.35,3.41,81.4,175.54,17.61,324.57,119.3,9202.46,86.1,176.84,92.82,720.8,26.37,0,1,0,1,166.17,1899.98,879.32,313.02,2.31,98.1,2.2,1.84,178.49,161.81,98.59,158.44
2025-09-18T21:49:09.815500,3.77,452.11,1003.38,1367.98,278.91,26.03,Good,1563.43,8522.83,17723.34,19.47,71.75,4.73,91.98,166.24,17.35,306.26,100.03,7196.94,88.99,106.04,91.85,792.88,22.04,0,0,0,1,163.94,1188.42,869.8,381.65,3.16,92.51,2.56,1.38,183.08,187.06,72.91,110.6
2025-09-18T21:49:09.815522,4.25,475.51,973.06,1414.43,347.48,25.74,Good,1575.34,6718.0,16996.47,19.48,96.26,3.33,98.15,120.17,19.0,380.35,132.35,7911.96,75.71,160.75,86.34,725.75,27.31,1,0,0,1,169.66,1946.44,893.69,397.88,2.6,90.33,2.8,1.98,178.96,111.57,72.05,139.62
2025-09-18T21:49:09.815544,3.95,584.55,1017.15,1386.8,262.72,27.44,Good,1590.64,8559.9,13356.77,12.89,69.75,3.99,90.09,113.61,14.24,313.83,130.09,8633.81,79.57,124.4,93.61,764.65,22.84,0,1,1,1,192.75,1850.96,826.21,341.14,2.49,91.66,2.31,1.11,121.54,198.99,94.46,141.92
2025-09-18T21:49:09.815566,3.26,478.01,1011.68,1350.11,320.53,21.26,Good,1550.94,8289.01,16870.18,17.07,66.37,4.34,85.05,122.49,15.0,366.41,185.6,7185.57,90.01,165.59,91.3,779.69,23.88,1,1,0,0,166.27,1909.75,897.82,335.97,3.37,94.05,2.22,1.41,168.15,151.24,54.57,162.62
2025-09-18T21:49:09.815588,4.17,521.07,1005.43,1435.45,275.29,25.97,Good,1582.88,9470.2,13277.3,16.45,64.16,3.75,70.61,180.82,19.02,332.68,162.5,5606.07,50.89,171.51,93.62,703.27,20.65,0,1,0,0,153.04,1321.15,858.48,388.67,2.75,94.69,2.44,1.4,188.16,180.18,93.75,152.3
2025-09-18T21:49:09.815610,4.02,477.95,950.27,1432.89,277.04,10.97,Critical,1528.74,6898.35,16220.8,12.62,62.83,2.25,53.95,109.63,17.56,387.46,118.28,7071.21,94.0,191.51,87.09,718.49,27.51,1,0,0,0,171.94,1438.35,820.43,350.55,2.91,94.26,2.34,1.14,139.71,161.51,51.87,198.01
2025-09-18T21:49:09.815648,4.05,635.92,988.88,1407.31,386.36,29.1,Worn,1544.73,7004.5,10983.52,15.42,97.5,3.75,88.18,141.12,17.45,368.8,142.7,9141.35,96.46,160.66,88.62,743.58,26.8,1,1,0,1,167.76,1582.35,887.71,327.09,2.35,93.87,2.94,1.37,170.46,172.32,80.33,144.82
2025-09-18T21:49:09.815673,3.57,482.31,1008.89,1388.23,312.2,26.84,Good,1578.87,5735.13,15479.46,14.86,52.28,2.74,63.38,162.71,18.58,340.88,145.04,7972.96,72.99,196.28,87.84,796.86,26.72,1,1,0,1,166.16,1997.51,855.0,341.71,3.3,92.37,2.53,1.17,136.29,138.23,54.46,157.72
2025-09-18T21:49:09.815696,3.38,646.72,1049.6,1409.26,253.44,26.36,Worn,1506.34,5305.63,15349.87,12.09,57.91,2.75,63.65,188.91,18.44,345.52,116.39,9057.16,87.94,114.94,89.48,755.7,25.29,0,0,1,0,199.34,1381.2,877.12,399.25,3.14,93.94,2.5,1.17,164.02,169.07,74.15,138.4
2025-09-18T21:49:09.815719,3.39,487.32,957.58,1393.26,348.14,28.43,Worn,1555.09,6781.09,12223.15,19.6,99.63,3.16,93.05,101.86,18.86,310.53,142.32,9423.9,94.6,133.2,92.49,735.59,20.98,1,0,0,0,191.7,1092.41,821.51,357.11,3.98,96.73,2.98,1.75,107.91,183.26,82.49,144.8
2025-09-18T21:49:09.815741,3.69,645.46,1034.14,1389.22,322.96,16.64,Critical,1538.97,5344.4,10738.37,15.9,90.58,3.03,97.31,199.9,12.94,331.01,100.73,7384.07,57.36,102.99,88.27,723.67,27.82,0,0,1,0,175.35,1986.7,822.06,357.72,4.88,91.77,2.43,1.08,150.09,121.14,55.66,123.84
2025-09-18T21:49:09.815763,3.93,560.76,1032.4,1423.35,254.72,28.76,Good,1539.07,9865.18,17831.8,12.8,60.18,2.62,75.72,136.06,16.41,380.68,162.59,7149.49,79.67,157.08,92.35,782.46,22.69,1,1,0,0,156.79,1219.82,834.85,358.37,3.42,96.69,2.77,1.21,194.54,171.2,75.36,125.46
2025-09-18T21:49:09.815785,4.3,608.1,1028.6,1359.56,355.68,28.17,Worn,1528.55,7876.61,11875.3,14.02,68.38,3.18,89.8,198.45,11.44,318.15,142.07,8110.9,51.87,182.81,94.75,763.54,24.46,0,0,1,1,176.31,1986.17,835.15,391.78,4.2,95.62,2.35,1.92,191.06,152.68,97.55,152.19
2025-09-18T21:49:09.815807,4.13,646.89,1005.22,1435.82,310.15,29.93,Critical,1512.23,7093.15,16533.05,12.5,65.26,3.4,96.24,189.21,13.16,371.68,178.55,8006.23,66.03,155.83,92.1,725.0,29.95,1,0,1,1,199.85,1791.69,852.74,361.75,3.59,91.75,2.08,1.37,133.93,128.45,59.09,129.97
2025-09-18T21:49:09.815829,4.39,530.34,1000.98,1363.05,390.11,27.74,Worn,1500.19,7554.77,16827.61,19.72,79.76,4.41,80.64,105.32,17.32,369.94,165.85,8033.69,75.91,194.6,87.82,756.73,21.59,0,0,0,0,191.87,1386.74,817.41,391.54,4.83,99.61,2.92,1.75,138.31,143.34,55.07,145.15
2025-09-18T21:49:09.815852,3.31,522.68,986.4,1392.66,260.96,18.98,Critical,1540.98,9322.11,18963.47,18.95,88.65,4.38,72.43,179.0,17.63,301.16,132.07,9084.23,56.83,152.23,87.26,793.97,27.44,0,1,0,0,158.94,1423.63,877.53,397.58,3.3,91.89,2.83,1.48,106.01,137.65,74.63,106.35
